trading_date,exchange,symbol,period,timestamp,datetime,open,high,low,close,volume
2019-05-14,Okex,BTC-USDT,1h,1557867600.0,2019-05-14 21:00:00,7773.5,7863.4,7680.0,7816.2,6346.7623347
2019-05-14,Okex,BTC-USDT,1h,1557871200.0,2019-05-14 22:00:00,7816.2,7985.0,7813.8,7948.9,7160.32189941
2019-05-14,Okex,BTC-USDT,1h,1557874800.0,2019-05-14 23:00:00,7950.5,8056.5,7863.9,8002.2,7166.19566151
2019-05-15,Okex,BTC-USDT,1h,1557878400.0,2019-05-15 00:00:00,8002.4,8142.1,7963.2,8037.3,8220.87355112
2019-05-15,Okex,BTC-USDT,1h,1557882000.0,2019-05-15 01:00:00,8036.7,8087.3,7977.3,8014.1,6608.62423574
2019-05-15,Okex,BTC-USDT,1h,1557885600.0,2019-05-15 02:00:00,8012.7,8056.7,7961.9,8040.4,6664.86361595
2019-05-15,Okex,BTC-USDT,1h,1557889200.0,2019-05-15 03:00:00,8042.9,8097.0,8005.3,8044.0,6191.76253035
2019-05-15,Okex,BTC-USDT,1h,1557892800.0,2019-05-15 04:00:00,8041.8,8051.8,7957.0,7974.3,5708.19304429
2019-05-15,Okex,BTC-USDT,1h,1557896400.0,2019-05-15 05:00:00,7975.8,8059.1,7974.3,8011.6,5405.90685787
2019-05-15,Okex,BTC-USDT,1h,1557900000.0,2019-05-15 06:00:00,8011.9,8037.0,7957.4,7994.2,5646.40606941
2019-05-15,Okex,BTC-USDT,1h,1557903600.0,2019-05-15 07:00:00,7994.2,8013.4,7826.4,7880.6,7459.8595881
2019-05-15,Okex,BTC-USDT,1h,1557907200.0,2019-05-15 08:00:00,7880.6,7939.0,7830.0,7862.9,6145.13149809
2019-05-15,Okex,BTC-USDT,1h,1557910800.0,2019-05-15 09:00:00,7862.1,8053.3,7854.4,8047.2,6293.08036419
2019-05-15,Okex,BTC-USDT,1h,1557914400.0,2019-05-15 10:00:00,8053.3,8128.0,8009.6,8014.6,7153.0109546
2019-05-15,Okex,BTC-USDT,1h,1557918000.0,2019-05-15 11:00:00,8016.0,8052.3,7926.6,7956.7,6460.82473996
2019-05-15,Okex,BTC-USDT,1h,1557921600.0,2019-05-15 12:00:00,7959.9,8010.0,7890.1,7970.1,6525.63982412
2019-05-15,Okex,BTC-USDT,1h,1557925200.0,2019-05-15 13:00:00,7969.8,8046.9,7888.0,7965.5,7515.25084499
2019-05-15,Okex,BTC-USDT,1h,1557928800.0,2019-05-15 14:00:00,7966.3,7999.8,7900.0,7922.8,6562.04110123
2019-05-15,Okex,BTC-USDT,1h,1557932400.0,2019-05-15 15:00:00,7921.9,8000.5,7914.8,7994.7,5802.35689267
2019-05-15,Okex,BTC-USDT,1h,1557936000.0,2019-05-15 16:00:00,7992.0,8049.1,7899.9,8004.0,7012.65968879
2019-05-15,Okex,BTC-USDT,1h,1557939600.0,2019-05-15 17:00:00,8004.0,8110.0,7986.8,8070.0,4805.32858947
2019-05-15,Okex,BTC-USDT,1h,1557943200.0,2019-05-15 18:00:00,8070.0,8233.0,8035.7,8209.5,6348.20148599
2019-05-15,Okex,BTC-USDT,1h,1557946800.0,2019-05-15 19:00:00,8209.7,8233.0,8056.6,8168.7,6082.74290974
2019-05-15,Okex,BTC-USDT,1h,1557950400.0,2019-05-15 20:00:00,8168.5,8226.0,8103.7,8138.8,5434.683119100001
2019-05-15,Okex,BTC-USDT,1h,1557954000.0,2019-05-15 21:00:00,8139.8,8169.2,8079.1,8123.8,5479.63615518
2019-05-15,Okex,BTC-USDT,1h,1557957600.0,2019-05-15 22:00:00,8125.3,8190.5,8102.7,8156.5,5751.84221242
2019-05-15,Okex,BTC-USDT,1h,1557961200.0,2019-05-15 23:00:00,8156.5,8255.9,8131.3,8171.7,6922.88109493
2019-05-16,Okex,BTC-USDT,1h,1557964800.0,2019-05-16 00:00:00,8169.5,8314.9,8140.0,8284.7,8539.26154236
2019-05-16,Okex,BTC-USDT,1h,1557968400.0,2019-05-16 01:00:00,8284.7,8322.6,8219.8,8281.4,7455.06613759
2019-05-16,Okex,BTC-USDT,1h,1557972000.0,2019-05-16 02:00:00,8281.4,8305.0,8230.0,8293.2,6344.41562254
2019-05-16,Okex,BTC-USDT,1h,1557975600.0,2019-05-16 03:00:00,8293.6,8295.6,8205.0,8234.1,5607.44521761
2019-05-16,Okex,BTC-USDT,1h,1557979200.0,2019-05-16 04:00:00,8234.4,8247.0,7918.1,8029.1,10488.06009852
2019-05-16,Okex,BTC-USDT,1h,1557982800.0,2019-05-16 05:00:00,8029.2,8079.0,7960.1,8002.6,7664.81800393
2019-05-16,Okex,BTC-USDT,1h,1557986400.0,2019-05-16 06:00:00,8001.0,8127.2,7966.0,8121.0,6477.57956437
2019-05-16,Okex,BTC-USDT,1h,1557990000.0,2019-05-16 07:00:00,8120.8,8130.0,8020.0,8021.4,5600.92921885
2019-05-16,Okex,BTC-USDT,1h,1557993600.0,2019-05-16 08:00:00,8022.0,8077.4,7995.6,7996.4,5210.94642334
2019-05-16,Okex,BTC-USDT,1h,1557997200.0,2019-05-16 09:00:00,7996.3,8068.8,7951.1,7983.2,6423.09978171
2019-05-16,Okex,BTC-USDT,1h,1558000800.0,2019-05-16 10:00:00,7983.1,8010.8,7771.1,7870.3,10034.8056566
2019-05-16,Okex,BTC-USDT,1h,1558004400.0,2019-05-16 11:00:00,7870.4,7950.0,7848.2,7867.4,6675.84849777
2019-05-16,Okex,BTC-USDT,1h,1558008000.0,2019-05-16 12:00:00,7871.0,7914.2,7750.0,7795.2,6950.455176800001
2019-05-16,Okex,BTC-USDT,1h,1558011600.0,2019-05-16 13:00:00,7791.1,7870.5,7791.1,7850.4,5985.93135755
2019-05-16,Okex,BTC-USDT,1h,1558015200.0,2019-05-16 14:00:00,7850.4,8005.8,7846.9,7948.3,7089.23807234
2019-05-16,Okex,BTC-USDT,1h,1558018800.0,2019-05-16 15:00:00,7949.0,8028.0,7930.6,8005.5,6194.98188408
2019-05-16,Okex,BTC-USDT,1h,1558022400.0,2019-05-16 16:00:00,8006.4,8034.4,7903.0,7911.8,6615.91274266
2019-05-16,Okex,BTC-USDT,1h,1558026000.0,2019-05-16 17:00:00,7913.5,7950.5,7858.1,7911.8,5833.51713671
2019-05-16,Okex,BTC-USDT,1h,1558029600.0,2019-05-16 18:00:00,7911.9,7957.9,7850.0,7912.7,3927.53006803
2019-05-16,Okex,BTC-USDT,1h,1558033200.0,2019-05-16 19:00:00,7907.9,8068.9,7800.0,7850.6,4048.28712077
2019-05-16,Okex,BTC-USDT,1h,1558036800.0,2019-05-16 20:00:00,7853.6,7903.0,7725.0,7725.0,6136.51741372
2019-05-16,Okex,BTC-USDT,1h,1558040400.0,2019-05-16 21:00:00,7725.3,7964.3,7713.0,7915.1,6590.45017887
2019-05-16,Okex,BTC-USDT,1h,1558044000.0,2019-05-16 22:00:00,7915.1,7944.8,7818.8,7827.7,5985.7221263
2019-05-16,Okex,BTC-USDT,1h,1558047600.0,2019-05-16 23:00:00,7828.1,7887.0,7813.5,7866.4,5705.83773605
2019-05-17,Okex,BTC-USDT,1h,1558051200.0,2019-05-17 00:00:00,7866.6,7924.8,7855.6,7881.2,5273.24075102
2019-05-17,Okex,BTC-USDT,1h,1558054800.0,2019-05-17 01:00:00,7881.3,7894.0,7745.2,7783.9,7039.95697546
2019-05-17,Okex,BTC-USDT,1h,1558058400.0,2019-05-17 02:00:00,7784.3,7810.1,7501.2,7514.1,9147.16921348
2019-05-17,Okex,BTC-USDT,1h,1558062000.0,2019-05-17 03:00:00,7510.2,7513.9,7001.0,7336.3,17302.49380127
2019-05-17,Okex,BTC-USDT,1h,1558065600.0,2019-05-17 04:00:00,7336.3,7495.0,7245.8,7276.2,10334.68647415
2019-05-17,Okex,BTC-USDT,1h,1558069200.0,2019-05-17 05:00:00,7277.5,7379.6,7195.6,7208.5,8340.21772623
2019-05-17,Okex,BTC-USDT,1h,1558072800.0,2019-05-17 06:00:00,7210.0,7285.8,7158.2,7190.9,8570.59999967
2019-05-17,Okex,BTC-USDT,1h,1558076400.0,2019-05-17 07:00:00,7190.8,7366.3,7188.3,7299.8,6945.65356163
2019-05-17,Okex,BTC-USDT,1h,1558080000.0,2019-05-17 08:00:00,7299.1,7325.4,7239.0,7298.6,6280.40209738
2019-05-17,Okex,BTC-USDT,1h,1558083600.0,2019-05-17 09:00:00,7298.5,7320.3,7224.7,7291.6,5935.49498336
2019-05-17,Okex,BTC-USDT,1h,1558087200.0,2019-05-17 10:00:00,7291.8,7292.9,7159.1,7237.1,7761.12519491
2019-05-17,Okex,BTC-USDT,1h,1558090800.0,2019-05-17 11:00:00,7237.5,7259.1,7061.4,7152.3,8123.95513172
2019-05-17,Okex,BTC-USDT,1h,1558094400.0,2019-05-17 12:00:00,7152.3,7162.0,6930.1,7130.0,10733.70137885
2019-05-17,Okex,BTC-USDT,1h,1558098000.0,2019-05-17 13:00:00,7129.8,7203.3,7074.7,7203.3,7075.97727111
2019-05-17,Okex,BTC-USDT,1h,1558101600.0,2019-05-17 14:00:00,7202.0,7277.3,7152.8,7157.8,7490.759434899999
2019-05-17,Okex,BTC-USDT,1h,1558105200.0,2019-05-17 15:00:00,7159.0,7184.1,7075.0,7097.7,6367.29886675
2019-05-17,Okex,BTC-USDT,1h,1558108800.0,2019-05-17 16:00:00,7097.9,7218.0,6989.4,7101.7,7663.18800734
2019-05-17,Okex,BTC-USDT,1h,1558112400.0,2019-05-17 17:00:00,7101.7,7139.6,6996.5,7051.6,6555.85924721
2019-05-17,Okex,BTC-USDT,1h,1558116000.0,2019-05-17 18:00:00,7053.7,7114.9,6985.9,7099.2,7154.8658486
2019-05-17,Okex,BTC-USDT,1h,1558119600.0,2019-05-17 19:00:00,7100.3,7148.8,7046.4,7137.7,6165.9148504
2019-05-17,Okex,BTC-USDT,1h,1558123200.0,2019-05-17 20:00:00,7137.4,7140.3,7071.6,7122.8,5750.307744
2019-05-17,Okex,BTC-USDT,1h,1558126800.0,2019-05-17 21:00:00,7122.8,7280.6,7121.9,7267.4,6065.2171805
2019-05-17,Okex,BTC-USDT,1h,1558130400.0,2019-05-17 22:00:00,7266.4,7307.0,7191.1,7242.0,6052.42311935
2019-05-17,Okex,BTC-USDT,1h,1558134000.0,2019-05-17 23:00:00,7240.2,7377.5,7233.1,7357.9,5542.67116688
2019-05-18,Okex,BTC-USDT,1h,1558137600.0,2019-05-18 00:00:00,7354.1,7435.0,7258.2,7281.3,7271.70760918
2019-05-18,Okex,BTC-USDT,1h,1558141200.0,2019-05-18 01:00:00,7281.9,7336.8,7231.0,7260.9,6274.44481734
2019-05-18,Okex,BTC-USDT,1h,1558144800.0,2019-05-18 02:00:00,7260.5,7316.4,7257.4,7292.9,5239.61080364
2019-05-18,Okex,BTC-USDT,1h,1558148400.0,2019-05-18 03:00:00,7292.9,7371.4,7290.6,7360.8,4849.68071318
2019-05-18,Okex,BTC-USDT,1h,1558152000.0,2019-05-18 04:00:00,7360.5,7394.4,7294.8,7387.0,6316.59434934
2019-05-18,Okex,BTC-USDT,1h,1558155600.0,2019-05-18 05:00:00,7387.3,7457.5,7357.4,7410.6,6420.74144668
2019-05-18,Okex,BTC-USDT,1h,1558159200.0,2019-05-18 06:00:00,7411.4,7414.3,7339.0,7360.9,4872.69043532
2019-05-18,Okex,BTC-USDT,1h,1558162800.0,2019-05-18 07:00:00,7360.8,7372.4,7279.1,7307.6,5269.11421788
2019-05-18,Okex,BTC-USDT,1h,1558166400.0,2019-05-18 08:00:00,7306.8,7367.2,7300.3,7321.0,4727.71738614
2019-05-18,Okex,BTC-USDT,1h,1558170000.0,2019-05-18 09:00:00,7320.5,7323.5,7190.0,7277.7,7142.75911637
2019-05-18,Okex,BTC-USDT,1h,1558173600.0,2019-05-18 10:00:00,7279.6,7297.4,7240.6,7265.5,5126.99275777
2019-05-18,Okex,BTC-USDT,1h,1558177200.0,2019-05-18 11:00:00,7265.6,7348.5,7263.5,7304.6,5269.928136600001
2019-05-18,Okex,BTC-USDT,1h,1558180800.0,2019-05-18 12:00:00,7304.6,7335.7,7278.1,7299.3,4439.59447372
2019-05-18,Okex,BTC-USDT,1h,1558184400.0,2019-05-18 13:00:00,7300.7,7323.8,7258.5,7322.2,4591.99950304
2019-05-18,Okex,BTC-USDT,1h,1558188000.0,2019-05-18 14:00:00,7322.2,7373.7,7312.4,7350.1,5375.81272151
2019-05-18,Okex,BTC-USDT,1h,1558191600.0,2019-05-18 15:00:00,7350.4,7391.6,7328.5,7341.9,4557.58279275
2019-05-18,Okex,BTC-USDT,1h,1558195200.0,2019-05-18 16:00:00,7340.8,7375.4,7309.7,7344.8,4635.31623928
2019-05-18,Okex,BTC-USDT,1h,1558198800.0,2019-05-18 17:00:00,7344.9,7347.6,7255.7,7290.4,5929.7681681999975
2019-05-18,Okex,BTC-USDT,1h,1558202400.0,2019-05-18 18:00:00,7290.8,7296.1,7228.3,7265.0,5461.86119842
2019-05-18,Okex,BTC-USDT,1h,1558206000.0,2019-05-18 19:00:00,7264.8,7299.3,7237.7,7237.9,4382.37997137
2019-05-18,Okex,BTC-USDT,1h,1558209600.0,2019-05-18 20:00:00,7238.0,7292.6,7229.0,7289.8,4658.44363226
2019-05-18,Okex,BTC-USDT,1h,1558213200.0,2019-05-18 21:00:00,7290.4,7342.7,7262.1,7323.4,4663.30383573
2019-05-18,Okex,BTC-USDT,1h,1558216800.0,2019-05-18 22:00:00,7323.3,7344.0,7276.8,7290.9,4315.07242706
2019-05-18,Okex,BTC-USDT,1h,1558220400.0,2019-05-18 23:00:00,7290.2,7323.6,7235.0,7255.7,4987.62261528
2019-05-19,Okex,BTC-USDT,1h,1558224000.0,2019-05-19 00:00:00,7256.1,7313.6,7244.7,7294.1,4086.03229735
2019-05-19,Okex,BTC-USDT,1h,1558227600.0,2019-05-19 01:00:00,7294.4,7615.9,7293.5,7589.0,9644.23493421
2019-05-19,Okex,BTC-USDT,1h,1558231200.0,2019-05-19 02:00:00,7589.8,7811.5,7588.0,7681.4,9823.78166081
2019-05-19,Okex,BTC-USDT,1h,1558234800.0,2019-05-19 03:00:00,7680.6,7937.9,7660.0,7902.8,7801.289956899999
2019-05-19,Okex,BTC-USDT,1h,1558238400.0,2019-05-19 04:00:00,7905.0,7987.5,7821.0,7951.0,7736.76831006
2019-05-19,Okex,BTC-USDT,1h,1558242000.0,2019-05-19 05:00:00,7950.9,7995.0,7850.0,7898.5,6801.17276195
2019-05-19,Okex,BTC-USDT,1h,1558245600.0,2019-05-19 06:00:00,7895.3,7942.4,7882.6,7884.8,5320.47296849
2019-05-19,Okex,BTC-USDT,1h,1558249200.0,2019-05-19 07:00:00,7886.8,7955.0,7867.8,7909.0,6577.78629072
2019-05-19,Okex,BTC-USDT,1h,1558252800.0,2019-05-19 08:00:00,7909.3,7939.7,7865.9,7919.0,5653.08526895
2019-05-19,Okex,BTC-USDT,1h,1558256400.0,2019-05-19 09:00:00,7920.8,8020.1,7900.0,8017.3,5970.16671745
2019-05-19,Okex,BTC-USDT,1h,1558260000.0,2019-05-19 10:00:00,8017.3,8092.8,7962.1,8023.4,7221.18761957
2019-05-19,Okex,BTC-USDT,1h,1558263600.0,2019-05-19 11:00:00,8023.2,8054.6,7935.1,7958.9,6382.32152814
2019-05-19,Okex,BTC-USDT,1h,1558267200.0,2019-05-19 12:00:00,7961.3,7985.7,7788.2,7913.3,8674.81839221
2019-05-19,Okex,BTC-USDT,1h,1558270800.0,2019-05-19 13:00:00,7913.3,7943.1,7835.7,7853.0,6766.53750502
2019-05-19,Okex,BTC-USDT,1h,1558274400.0,2019-05-19 14:00:00,7853.0,7925.9,7846.9,7921.7,5072.27192728
2019-05-19,Okex,BTC-USDT,1h,1558278000.0,2019-05-19 15:00:00,7921.6,7990.0,7875.7,7960.8,5374.20275039
2019-05-19,Okex,BTC-USDT,1h,1558281600.0,2019-05-19 16:00:00,7959.6,7967.0,7857.0,7905.6,5544.06219832
2019-05-19,Okex,BTC-USDT,1h,1558285200.0,2019-05-19 17:00:00,7905.6,8011.3,7892.5,7968.8,5209.20135176
2019-05-19,Okex,BTC-USDT,1h,1558288800.0,2019-05-19 18:00:00,7971.4,7986.7,7938.5,7972.8,4302.87914363
2019-05-19,Okex,BTC-USDT,1h,1558292400.0,2019-05-19 19:00:00,7973.2,8050.9,7937.2,7949.0,6069.8967841
2019-05-19,Okex,BTC-USDT,1h,1558296000.0,2019-05-19 20:00:00,7951.8,8021.0,7895.7,8006.7,5016.98149398
2019-05-19,Okex,BTC-USDT,1h,1558299600.0,2019-05-19 21:00:00,8006.1,8065.5,8000.4,8057.6,4445.841577699999
2019-05-19,Okex,BTC-USDT,1h,1558303200.0,2019-05-19 22:00:00,8057.6,8218.0,7990.9,8192.5,7523.16369173
2019-05-19,Okex,BTC-USDT,1h,1558306800.0,2019-05-19 23:00:00,8190.8,8286.0,8130.6,8157.4,8359.87445478
2019-05-20,Okex,BTC-USDT,1h,1558310400.0,2019-05-20 00:00:00,8159.9,8160.0,7800.0,7905.0,10365.99760095
2019-05-20,Okex,BTC-USDT,1h,1558314000.0,2019-05-20 01:00:00,7908.5,7974.8,7842.4,7963.8,6020.4472245
2019-05-20,Okex,BTC-USDT,1h,1558317600.0,2019-05-20 02:00:00,7963.9,7963.9,7836.0,7892.1,5312.30438183
2019-05-20,Okex,BTC-USDT,1h,1558321200.0,2019-05-20 03:00:00,7892.0,8075.5,7887.1,8031.0,5611.57272278
2019-05-20,Okex,BTC-USDT,1h,1558324800.0,2019-05-20 04:00:00,8030.1,8104.6,7983.0,7997.8,7308.18412631
2019-05-20,Okex,BTC-USDT,1h,1558328400.0,2019-05-20 05:00:00,7997.7,8043.6,7919.5,7989.6,5473.83092595
2019-05-20,Okex,BTC-USDT,1h,1558332000.0,2019-05-20 06:00:00,7989.1,7989.6,7850.0,7872.1,6038.63691765
2019-05-20,Okex,BTC-USDT,1h,1558335600.0,2019-05-20 07:00:00,7873.5,7966.5,7830.0,7870.1,7636.49448554
2019-05-20,Okex,BTC-USDT,1h,1558339200.0,2019-05-20 08:00:00,7867.2,7898.9,7800.0,7871.1,7952.68993767
2019-05-20,Okex,BTC-USDT,1h,1558342800.0,2019-05-20 09:00:00,7870.2,7923.4,7820.0,7884.6,6403.89003502
2019-05-20,Okex,BTC-USDT,1h,1558346400.0,2019-05-20 10:00:00,7882.2,7939.1,7867.1,7894.8,5281.83736849
2019-05-20,Okex,BTC-USDT,1h,1558350000.0,2019-05-20 11:00:00,7897.8,7939.4,7815.0,7833.5,5715.81847584
2019-05-20,Okex,BTC-USDT,1h,1558353600.0,2019-05-20 12:00:00,7834.1,7899.3,7659.5,7703.6,7962.97424908
2019-05-20,Okex,BTC-USDT,1h,1558357200.0,2019-05-20 13:00:00,7703.6,7744.4,7560.0,7731.5,8920.51074769
2019-05-20,Okex,BTC-USDT,1h,1558360800.0,2019-05-20 14:00:00,7731.6,7805.0,7687.5,7800.8,5099.32050977
2019-05-20,Okex,BTC-USDT,1h,1558364400.0,2019-05-20 15:00:00,7798.6,7841.4,7739.0,7832.3,5171.30762659
2019-05-20,Okex,BTC-USDT,1h,1558368000.0,2019-05-20 16:00:00,7834.6,7885.0,7794.8,7825.1,5911.3793569
2019-05-20,Okex,BTC-USDT,1h,1558371600.0,2019-05-20 17:00:00,7825.0,7861.5,7744.1,7748.5,5461.932732
2019-05-20,Okex,BTC-USDT,1h,1558375200.0,2019-05-20 18:00:00,7747.7,7787.1,7677.0,7715.2,5751.05020185
2019-05-20,Okex,BTC-USDT,1h,1558378800.0,2019-05-20 19:00:00,7718.2,7841.9,7718.2,7798.2,5787.70691481
2019-05-20,Okex,BTC-USDT,1h,1558382400.0,2019-05-20 20:00:00,7799.9,7970.0,7783.1,7960.0,6279.89158338
2019-05-20,Okex,BTC-USDT,1h,1558386000.0,2019-05-20 21:00:00,7960.7,8080.7,7942.9,7985.5,6934.53863395
2019-05-20,Okex,BTC-USDT,1h,1558389600.0,2019-05-20 22:00:00,7985.5,8046.6,7851.0,7869.5,6117.72429995
2019-05-20,Okex,BTC-USDT,1h,1558393200.0,2019-05-20 23:00:00,7870.7,7960.9,7867.3,7940.0,5135.73342884
2019-05-21,Okex,BTC-USDT,1h,1558396800.0,2019-05-21 00:00:00,7940.1,8005.0,7872.6,7893.5,5303.01751061
2019-05-21,Okex,BTC-USDT,1h,1558400400.0,2019-05-21 01:00:00,7893.8,7947.0,7863.0,7892.8,4668.34392249
2019-05-21,Okex,BTC-USDT,1h,1558404000.0,2019-05-21 02:00:00,7892.7,7893.9,7803.5,7880.4,5477.3312076
2019-05-21,Okex,BTC-USDT,1h,1558407600.0,2019-05-21 03:00:00,7883.2,7927.8,7854.7,7890.0,5417.13245577
2019-05-21,Okex,BTC-USDT,1h,1558411200.0,2019-05-21 04:00:00,7890.7,7897.0,7822.5,7847.0,5568.14515329
2019-05-21,Okex,BTC-USDT,1h,1558414800.0,2019-05-21 05:00:00,7847.7,7887.7,7792.6,7871.2,5561.59370193
2019-05-21,Okex,BTC-USDT,1h,1558418400.0,2019-05-21 06:00:00,7870.7,7906.5,7854.6,7895.9,4980.9175948
2019-05-21,Okex,BTC-USDT,1h,1558422000.0,2019-05-21 07:00:00,7895.2,7936.9,7885.0,7891.7,5064.46801849
2019-05-21,Okex,BTC-USDT,1h,1558425600.0,2019-05-21 08:00:00,7892.2,7931.4,7885.0,7895.5,5100.59859188
2019-05-21,Okex,BTC-USDT,1h,1558429200.0,2019-05-21 09:00:00,7893.5,7980.0,7893.5,7937.9,5383.26122018
2019-05-21,Okex,BTC-USDT,1h,1558432800.0,2019-05-21 10:00:00,7937.9,7944.2,7858.5,7891.9,5236.65707508
2019-05-21,Okex,BTC-USDT,1h,1558436400.0,2019-05-21 11:00:00,7892.0,7916.4,7770.6,7848.7,6414.8990567
2019-05-21,Okex,BTC-USDT,1h,1558440000.0,2019-05-21 12:00:00,7848.5,7897.0,7795.6,7865.2,6015.15707326
2019-05-21,Okex,BTC-USDT,1h,1558443600.0,2019-05-21 13:00:00,7865.2,7973.2,7834.0,7894.4,8788.13644246
2019-05-21,Okex,BTC-USDT,1h,1558447200.0,2019-05-21 14:00:00,7895.3,7920.4,7845.2,7905.8,5703.4295527
2019-05-21,Okex,BTC-USDT,1h,1558450800.0,2019-05-21 15:00:00,7905.7,7930.0,7871.1,7890.4,5396.4653824
2019-05-21,Okex,BTC-USDT,1h,1558454400.0,2019-05-21 16:00:00,7890.9,7907.7,7855.6,7879.6,5090.92264191
2019-05-21,Okex,BTC-USDT,1h,1558458000.0,2019-05-21 17:00:00,7877.9,7966.8,7871.4,7958.2,5218.06737975
2019-05-21,Okex,BTC-USDT,1h,1558461600.0,2019-05-21 18:00:00,7957.1,8000.0,7915.4,7975.5,6415.06750721
2019-05-21,Okex,BTC-USDT,1h,1558465200.0,2019-05-21 19:00:00,7975.5,7984.6,7930.0,7969.3,5207.94614661
2019-05-21,Okex,BTC-USDT,1h,1558468800.0,2019-05-21 20:00:00,7969.6,8034.5,7956.7,8021.9,5795.17002164
2019-05-21,Okex,BTC-USDT,1h,1558472400.0,2019-05-21 21:00:00,8021.8,8040.0,7925.0,7935.5,5400.761817600001
2019-05-21,Okex,BTC-USDT,1h,1558476000.0,2019-05-21 22:00:00,7938.1,7946.9,7861.6,7929.0,4902.83262666
2019-05-21,Okex,BTC-USDT,1h,1558479600.0,2019-05-21 23:00:00,7928.8,7963.2,7902.0,7904.7,4776.13297131
2019-05-22,Okex,BTC-USDT,1h,1558483200.0,2019-05-22 00:00:00,7904.6,7975.5,7900.0,7971.8,4477.87984891
2019-05-22,Okex,BTC-USDT,1h,1558486800.0,2019-05-22 01:00:00,7972.0,7989.3,7905.2,7913.1,4802.67887901
2019-05-22,Okex,BTC-USDT,1h,1558490400.0,2019-05-22 02:00:00,7914.1,7943.8,7883.0,7925.2,5556.41280681
2019-05-22,Okex,BTC-USDT,1h,1558494000.0,2019-05-22 03:00:00,7927.3,7931.4,7889.7,7895.7,4113.92722232
2019-05-22,Okex,BTC-USDT,1h,1558497600.0,2019-05-22 04:00:00,7895.9,7930.0,7827.5,7914.8,5029.86789083
2019-05-22,Okex,BTC-USDT,1h,1558501200.0,2019-05-22 05:00:00,7914.8,7937.3,7887.9,7921.5,4185.49000475
2019-05-22,Okex,BTC-USDT,1h,1558504800.0,2019-05-22 06:00:00,7922.6,7930.7,7900.0,7906.3,4194.41355901
2019-05-22,Okex,BTC-USDT,1h,1558508400.0,2019-05-22 07:00:00,7906.0,7912.1,7866.0,7883.0,4734.06529729
2019-05-22,Okex,BTC-USDT,1h,1558512000.0,2019-05-22 08:00:00,7882.6,7923.6,7880.5,7900.2,4341.80084105
